sample,tempo para fechamento,tempo merge,closed_count,merged_count,not_merged_count,framework
googlesamples/android-testdpc,82.0,,1.0,0.0,1.0,Android
googlesamples/easypermissions,0.0,,1.0,0.0,1.0,Android
googlesamples/google-photos,32.0,,3.0,0.0,3.0,Android
googlesamples/mlkit,10.866666666666667,,15.0,0.0,15.0,Android
googlesamples/unity-jar-resolver,92.66666666666667,,3.0,0.0,3.0,Android
