,framework,login,seguidores,numero_prs_criados,numero_merges,numero_prs_criado_mergeado,numero_prs_criado_n_mergeado,numero_prs_n_mergeado_fechado,numero_prs_fechado,numero_merges_exclude_auto_merge,numero_revisoes_exclude_auto_revisado,auto_revisado,tempo experiencia(dias)
139,AWS,trevorrobertsjr,,0,0,0,0,0,0,0,0,0,405
140,AWS,nbrandaleone,12.0,0,1,0,0,0,1,1,1,0,0
141,AWS,cubetoon,1.0,0,1,0,0,1,2,1,2,0,284
142,AWS,koiker,13.0,0,4,0,0,0,4,4,4,0,1445
143,AWS,thebeebs,,0,0,0,0,0,0,0,0,0,1445
144,AWS,marcilio,13.0,0,1,0,0,0,1,1,1,0,0
145,AWS,chirillc-aws,,0,0,0,0,0,0,0,0,0,0
146,AWS,Nosajool,39.0,0,10,0,0,1,11,10,11,0,490
147,AWS,TheRyanBurke,28.0,0,4,0,0,0,4,4,4,0,441
148,AWS,palpatim,84.0,0,1,0,0,0,1,1,1,0,0
149,AWS,undefobj,111.0,0,3,0,0,0,3,3,3,0,134
150,AWS,mbtaws,0.0,0,1,0,0,0,1,1,1,0,0
151,AWS,lyoungblood,58.0,0,1,0,0,0,1,1,1,0,0
152,AWS,onlybakam,29.0,0,1,0,0,0,1,1,1,0,0
153,AWS,adrianhall,,0,0,0,0,0,0,0,0,0,0
154,AWS,MikeDombo,38.0,0,1,0,0,1,2,1,2,0,48
155,AWS,fengwang666,,0,0,0,0,0,0,0,0,0,48
156,AWS,K-AWS,0.0,0,1,0,0,1,2,1,2,0,572
157,AWS,RBouaichiAWS,0.0,0,3,0,0,0,3,3,3,0,100
158,AWS,seebees,,0,0,0,0,0,0,0,0,0,100
159,AWS,mattsb42-aws,101.0,0,16,0,0,0,16,16,16,0,512
160,AWS,ksamreen,,0,0,0,0,0,0,0,0,0,512
161,AWS,thesnicketylemon,,0,0,0,0,0,0,0,0,0,512
162,AWS,lizroth,6.0,0,3,0,0,0,3,3,3,0,2
163,AWS,arealjim,0.0,0,2,0,0,0,2,2,2,0,0
164,AWS,praddc,,0,0,0,0,0,0,0,0,0,0
165,AWS,praus,,0,0,0,0,0,0,0,0,0,0
166,AWS,karlw00t,,0,0,0,0,0,0,0,0,0,0
167,AWS,abaird986,18.0,0,38,0,0,28,66,38,66,0,1171
168,AWS,morjoan,1.0,0,6,0,0,1,7,6,7,0,0
169,AWS,JimTharioAmazon,6.0,0,2,0,0,3,5,2,5,0,5
170,AWS,aburkleaux-amazon,16.0,0,4,0,0,0,4,4,4,0,807
171,AWS,gmccarth,1.0,0,1,0,0,0,1,1,1,0,0
172,AWS,awsmiev,0.0,0,1,0,0,0,1,1,1,0,0
173,AWS,srinivasankrajeev,1.0,0,2,0,0,0,2,2,2,0,9
174,AWS,fibbonnaci,12.0,0,1,0,0,0,1,1,1,0,0
175,AWS,tescal2,4.0,0,10,0,0,0,10,10,10,0,182
176,AWS,mike-starr,5.0,0,4,0,0,1,5,4,5,0,656
177,AWS,alveko,6.0,0,2,0,0,1,3,2,3,0,978
178,AWS,sunilchhablani,,0,0,0,0,0,0,0,0,0,978
179,AWS,p-palanis,10.0,0,1,0,0,0,1,1,1,0,0
180,AWS,cgulliver,2.0,0,8,0,0,1,9,8,9,0,770
181,AWS,omarlari,5.0,0,2,0,0,0,2,2,2,0,209
182,AWS,sundarnarasiman,2.0,0,7,0,0,1,8,7,8,0,140
183,AWS,ryanholland,9.0,0,6,0,0,5,11,6,11,0,652
184,AWS,tomstickle,2.0,0,8,0,0,1,9,8,9,0,934
185,AWS,ashika01,,0,0,0,0,0,0,0,0,0,934
186,AWS,clareliguori,687.0,0,5,0,0,0,5,5,5,0,864
187,AWS,MCLDG,8.0,0,19,0,0,2,21,19,21,0,601
188,AWS,pghedia,0.0,0,2,0,0,0,2,2,2,0,116
189,AWS,meggers0,1.0,0,4,0,0,0,4,4,4,0,638
190,AWS,jmfuchs,15.0,0,19,0,0,0,19,19,19,0,1118
191,AWS,araitats,,0,0,0,0,0,0,0,0,0,1118
192,AWS,sammartinez,,0,0,0,0,0,0,0,0,0,1118
193,AWS,iartemiev,,0,0,0,0,0,0,0,0,0,1118
194,AWS,elorzafe,40.0,0,4,0,0,2,6,4,6,0,202
195,AWS,galmeida,8.0,0,0,0,0,1,1,0,1,0,202
196,AWS,jtrollin,,0,0,0,0,0,0,0,0,0,202
197,AWS,brianjbeach,12.0,0,2,0,0,1,3,2,3,0,450
198,AWS,kwwaikar,9.0,0,2,0,0,2,4,2,4,0,1177
199,AWS,MitchyBAwesome,4.0,0,10,0,0,0,10,10,10,0,935
200,AWS,buzzynz,1.0,0,1,0,0,0,1,1,1,0,0
201,AWS,chapmancl,5.0,0,9,0,0,9,18,9,18,0,1025
202,AWS,jungji1,,0,0,0,0,0,0,0,0,0,1025
203,AWS,brtrvn,0.0,0,7,0,0,11,18,7,18,0,700
204,AWS,jdhardy,37.0,0,1,0,0,0,1,1,1,0,0
205,AWS,davfaulk,8.0,0,6,0,0,1,7,6,7,0,1137
206,AWS,rdahlstrAWS,0.0,0,2,0,0,0,2,2,2,0,0
207,AWS,iansrobinson,108.0,0,3,0,0,0,3,3,3,0,755
208,AWS,beebs-systap,96.0,0,12,0,0,1,13,12,13,0,979
209,AWS,bechbd,,0,0,0,0,0,0,0,0,0,979
210,AWS,ejazsyd,0.0,0,1,0,0,0,1,1,1,0,0
211,AWS,sliedig,24.0,0,7,0,0,3,10,7,10,0,833
