sample,tempo para fechamento,tempo merge,closed_count,open_count,merged_count,not_merged_count,framework,relative_open_count,relative_closed_count,relative_merged,relative_not_merged
spring-guides/gs-messaging-rabbitmq,0.09090909090909091,0.1,11.0,4.0,10.0,1.0,Spring,26.666666666666668,73.33333333333333,90.9090909090909,9.090909090909092
spring-guides/gs-messaging-redis,8.5,0.625,10.0,1.0,8.0,2.0,Spring,9.090909090909092,90.9090909090909,80.0,20.0
spring-guides/gs-messaging-stomp-websocket,39.1875,55.7,16.0,2.0,10.0,6.0,Spring,11.11111111111111,88.88888888888889,62.5,37.5
spring-guides/gs-multi-module,57.733333333333334,72.16666666666667,15.0,0.0,12.0,3.0,Spring,0.0,100.0,80.0,20.0
spring-guides/gs-producing-web-service,265.25,62.111111111111114,16.0,0.0,9.0,7.0,Spring,0.0,100.0,56.25,43.75
spring-guides/gs-reactive-rest-service,77.22222222222223,50.42857142857143,9.0,1.0,7.0,2.0,Spring,10.0,90.0,77.77777777777779,22.22222222222222
spring-guides/gs-relational-data-access,59.583333333333336,55.7,12.0,0.0,10.0,2.0,Spring,0.0,100.0,83.33333333333334,16.666666666666664
spring-guides/gs-rest-hateoas,73.0,50.5,10.0,1.0,6.0,4.0,Spring,9.090909090909092,90.9090909090909,60.0,40.0
spring-guides/gs-rest-service,50.31707317073171,1.5789473684210527,41.0,8.0,19.0,22.0,Spring,16.3265306122449,83.6734693877551,46.34146341463415,53.65853658536586
spring-guides/gs-rest-service-cors,26.416666666666668,26.416666666666668,12.0,0.0,12.0,0.0,Spring,0.0,100.0,100.0,0.0
spring-guides/gs-routing-and-filtering,0.8333333333333334,0.6,6.0,0.0,5.0,1.0,Spring,0.0,100.0,83.33333333333334,16.666666666666664
spring-guides/gs-scheduling-tasks,0.5555555555555556,0.5555555555555556,9.0,0.0,9.0,0.0,Spring,0.0,100.0,100.0,0.0
spring-guides/gs-securing-web,36.56,14.6,25.0,1.0,20.0,5.0,Spring,3.8461538461538463,96.15384615384616,80.0,20.0
spring-guides/gs-service-registration-and-discovery,149.55555555555554,107.14285714285714,9.0,0.0,7.0,2.0,Spring,0.0,100.0,77.77777777777779,22.22222222222222
spring-guides/gs-serving-web-content,100.66666666666667,0.45454545454545453,15.0,4.0,11.0,4.0,Spring,21.052631578947366,78.94736842105263,73.33333333333333,26.666666666666668
spring-guides/gs-spring-boot,83.21739130434783,77.0,46.0,2.0,23.0,23.0,Spring,4.166666666666666,95.83333333333334,50.0,50.0
spring-guides/gs-spring-boot-docker,143.6764705882353,37.166666666666664,34.0,4.0,18.0,16.0,Spring,10.526315789473683,89.47368421052632,52.94117647058824,47.05882352941176
spring-guides/gs-spring-boot-for-azure,0.5,0.5,6.0,4.0,6.0,0.0,Spring,40.0,60.0,100.0,0.0
spring-guides/gs-spring-cloud-dataflow,3.0,3.0,1.0,0.0,1.0,0.0,Spring,0.0,100.0,100.0,0.0
spring-guides/gs-spring-cloud-loadbalancer,0.0,0.0,2.0,2.0,2.0,0.0,Spring,50.0,50.0,100.0,0.0
spring-guides/gs-spring-cloud-stream,3.0,3.0,1.0,1.0,1.0,0.0,Spring,50.0,50.0,100.0,0.0
spring-guides/gs-spring-cloud-task,3.0,3.0,1.0,0.0,1.0,0.0,Spring,0.0,100.0,100.0,0.0
spring-guides/gs-spring-data-reactive-redis,1.5,1.5,2.0,2.0,2.0,0.0,Spring,50.0,50.0,100.0,0.0
spring-guides/gs-sts,48.0,56.2,6.0,2.0,5.0,1.0,Spring,25.0,75.0,83.33333333333334,16.666666666666664
spring-guides/gs-sts-cloud-foundry-deployment,135.0,69.5,3.0,2.0,2.0,1.0,Spring,40.0,60.0,66.66666666666666,33.33333333333333
spring-guides/gs-testing-restdocs,150.25,150.25,4.0,3.0,4.0,0.0,Spring,42.857142857142854,57.14285714285714,100.0,0.0
spring-guides/gs-testing-web,62.75,62.75,12.0,3.0,12.0,0.0,Spring,20.0,80.0,100.0,0.0
spring-guides/gs-uploading-files,185.0909090909091,15.142857142857142,22.0,2.0,14.0,8.0,Spring,8.333333333333332,91.66666666666666,63.63636363636363,36.36363636363637
spring-guides/gs-validating-form-input,108.82352941176471,31.88888888888889,17.0,0.0,9.0,8.0,Spring,0.0,100.0,52.94117647058824,47.05882352941176
spring-guides/gs-vault-config,13.0,13.0,6.0,0.0,6.0,0.0,Spring,0.0,100.0,100.0,0.0
spring-guides/issue-aggregator,,,0.0,3.0,0.0,0.0,Spring,100.0,0.0,,
spring-guides/quoters,3.0,3.0,3.0,1.0,3.0,0.0,Spring,25.0,75.0,100.0,0.0
spring-guides/spring-guides-ci,,,0.0,1.0,0.0,0.0,Spring,100.0,0.0,,
spring-guides/top-spring-boot-docker,86.5,93.6,8.0,1.0,5.0,3.0,Spring,11.11111111111111,88.88888888888889,62.5,37.5
spring-guides/top-spring-security-architecture,18.428571428571427,21.5,7.0,2.0,6.0,1.0,Spring,22.22222222222222,77.77777777777779,85.71428571428571,14.285714285714285
spring-guides/topical-guides,,,0.0,2.0,0.0,0.0,Spring,100.0,0.0,,
spring-guides/tut-react-and-spring-data-rest,77.23529411764706,10.555555555555555,34.0,3.0,18.0,16.0,Spring,8.108108108108109,91.8918918918919,52.94117647058824,47.05882352941176
spring-guides/tut-rest,48.54545454545455,17.818181818181817,33.0,0.0,22.0,11.0,Spring,0.0,100.0,66.66666666666666,33.33333333333333
spring-guides/tut-spring-boot-kotlin,20.076923076923077,20.0,26.0,0.0,22.0,4.0,Spring,0.0,100.0,84.61538461538461,15.384615384615385
spring-guides/tut-spring-boot-oauth2,37.44827586206897,43.0,29.0,14.0,23.0,6.0,Spring,32.55813953488372,67.44186046511628,79.3103448275862,20.689655172413794
spring-guides/tut-spring-security-and-angular-js,26.641025641025642,1.0,39.0,22.0,18.0,21.0,Spring,36.0655737704918,63.934426229508205,46.15384615384615,53.84615384615385
spring-guides/tut-spring-webflux-kotlin-rsocket,0.0,0.0,1.0,0.0,1.0,0.0,Spring,0.0,100.0,100.0,0.0
spring-guides/understanding,12.88888888888889,0.42857142857142855,9.0,3.0,7.0,2.0,Spring,25.0,75.0,77.77777777777779,22.22222222222222
