,framework,login,seguidores,numero_prs_criados,numero_merges,numero_prs_criado_mergeado,numero_prs_criado_n_mergeado,numero_prs_n_mergeado_fechado,numero_prs_fechado,numero_merges_exclude_auto_merge,numero_revisoes_exclude_auto_revisado,auto_revisado,tempo experiencia(dias)
363,Azure,Nickomang,5.0,0,3,0,0,0,3,3,3,0,41
364,Azure,ChackDan,38.0,0,5,0,0,0,5,5,5,0,130
365,Azure,mwinkle,19.0,0,1,0,0,0,1,1,1,0,0
366,Azure,rguthriemsft,12.0,0,6,0,0,9,15,6,15,0,804
367,Azure,gled4er,,0,0,0,0,0,0,0,0,0,804
368,Azure,laujan,11.0,0,2,0,0,0,2,2,2,0,128
369,Azure,ChrisHMSFT,3.0,0,4,0,0,3,7,4,7,0,66
370,Azure,xinyzhou,,0,0,0,0,0,0,0,0,0,66
371,Azure,gowthu2712,,0,0,0,0,0,0,0,0,0,66
372,Azure,nitinme,,0,0,0,0,0,0,0,0,0,66
373,Azure,MikeDodaro,,0,0,0,0,0,0,0,0,0,66
374,Azure,ramya-rao-a,,0,0,0,0,0,0,0,0,0,66
375,Azure,gavinfish,106.0,0,1,0,0,0,1,1,1,0,0
376,Azure,zikalino,41.0,0,3,0,0,0,3,3,3,0,172
377,Azure,yungezz,5.0,0,1,0,0,0,1,1,1,0,0
