,framework,login,seguidores,numero_prs_criados,numero_merges,numero_prs_criado_mergeado,numero_prs_criado_n_mergeado,numero_prs_n_mergeado_fechado,numero_prs_fechado,numero_merges_exclude_auto_merge,numero_revisoes_exclude_auto_revisado,auto_revisado,tempo experiencia(dias)
412,AWS,ywang103,1.0,0,13,0,0,0,13,13,13,0,335
413,AWS,juhoaws,3.0,0,4,0,0,1,5,4,5,0,370
414,AWS,EmmanuelTsouris,,0,0,0,0,0,0,0,0,0,370
415,AWS,austoonz,27.0,0,2,0,0,0,2,2,2,0,29
416,AWS,tpaulus,19.0,0,4,0,0,0,4,4,4,0,125
417,AWS,cornickj,5.0,0,11,0,0,1,12,11,12,0,622
418,AWS,farside5,,0,0,0,0,0,0,0,0,0,622
419,AWS,eidelmanjonathan,0.0,0,0,0,0,3,3,0,3,0,622
420,AWS,davelemons,1.0,0,1,0,0,0,1,1,1,0,0
421,AWS,Ryanjlowe,12.0,0,1,0,0,0,1,1,1,0,0
422,AWS,jbernalvallejo,10.0,0,2,0,0,1,3,2,3,0,242
423,AWS,bcelenza,27.0,0,1,0,0,0,1,1,1,0,0
424,AWS,syrinx05p,0.0,0,1,0,0,0,1,1,1,0,0
425,AWS,sjaffry,5.0,0,1,0,0,0,1,1,1,0,0
426,AWS,phmagic,12.0,0,1,0,0,0,1,1,1,0,0
427,AWS,dchenbec,,0,0,0,0,0,0,0,0,0,0
428,AWS,bahavar,,0,0,0,0,0,0,0,0,0,0
429,AWS,haozhouamzn,0.0,0,1,0,0,0,1,1,1,0,0
430,AWS,mikames,9.0,0,1,0,0,0,1,1,1,0,0
431,AWS,katallaxie,,0,0,0,0,0,0,0,0,0,0
432,AWS,verdimrc,21.0,0,8,0,0,0,8,8,8,0,132
433,AWS,RaleighSF,4.0,0,7,0,0,0,7,7,7,0,336
434,AWS,MyannaHarris,,0,0,0,0,0,0,0,0,0,336
435,AWS,rohkat-aws,,0,0,0,0,0,0,0,0,0,336
436,AWS,matlaver,,0,0,0,0,0,0,0,0,0,336
437,AWS,nvaidya1,7.0,0,4,0,0,6,10,4,10,0,453
438,AWS,virgilvox,,0,0,0,0,0,0,0,0,0,453
439,AWS,disa6302,16.0,0,6,0,0,0,6,6,6,0,416
440,AWS,hassanctech,,0,0,0,0,0,0,0,0,0,416
441,AWS,jdelapla,,0,0,0,0,0,0,0,0,0,416
442,AWS,MushMal,13.0,0,1,0,0,0,1,1,1,0,0
443,AWS,lherman-cs,54.0,0,2,0,0,1,3,2,3,0,51
444,AWS,yinsong1986,6.0,0,1,0,0,0,1,1,1,0,0
445,AWS,loctrin,,0,0,0,0,0,0,0,0,0,0
446,AWS,mirelap-amazon,8.0,0,2,0,0,0,2,2,2,0,216
447,AWS,gimki,,0,0,0,0,0,0,0,0,0,216
448,AWS,ivoanjo,65.0,0,1,0,0,2,3,1,3,0,68
449,AWS,olivergillespie,,0,0,0,0,0,0,0,0,0,68
450,AWS,jamesoff,48.0,0,1,0,0,0,1,1,1,0,0
451,AWS,virtlima,10.0,0,3,0,0,0,3,3,3,0,385
452,AWS,lechmigdal,0.0,0,17,0,0,0,17,17,17,0,367
453,AWS,omrahmed,1.0,0,9,0,0,0,9,9,9,0,158
454,AWS,andysun2015,0.0,0,1,0,0,0,1,1,1,0,0
455,AWS,anuranduttaroy,7.0,0,1,0,0,0,1,1,1,0,0
456,AWS,codeslinger,66.0,0,4,0,0,0,4,4,4,0,277
457,AWS,michaelmoussa,56.0,0,1,0,0,0,1,1,1,0,0
458,AWS,zorrofox,12.0,0,1,0,0,0,1,1,1,0,0
459,AWS,ganipcanot,,0,0,0,0,0,0,0,0,0,0
460,AWS,Joycehao19,,0,0,0,0,0,0,0,0,0,0
461,AWS,arhea,38.0,0,8,0,0,4,12,8,12,0,202
462,AWS,rniksch,4.0,0,1,0,0,1,2,1,2,0,0
463,AWS,Brian969,12.0,0,23,0,0,4,27,23,27,0,445
464,AWS,hickeydh-aws,0.0,0,1,0,0,0,1,1,1,0,0
465,AWS,rjjaegeraws,,0,0,0,0,0,0,0,0,0,0
466,AWS,archikierstead,,0,0,0,0,0,0,0,0,0,0
467,AWS,dliggat,,0,0,0,0,0,0,0,0,0,0
468,AWS,nachundu-amzn,,0,0,0,0,0,0,0,0,0,0
469,AWS,supergillis,,0,0,0,0,0,0,0,0,0,0
470,AWS,l2yao,,0,0,0,0,0,0,0,0,0,0
471,AWS,manishri-amzn,,0,0,0,0,0,0,0,0,0,0
472,AWS,FireballDWF,,0,0,0,0,0,0,0,0,0,0
473,AWS,fmcmac,,0,0,0,0,0,0,0,0,0,0
474,AWS,0xjjoyy,1.0,0,5,0,0,0,5,5,5,0,506
475,AWS,lazydragon,6.0,0,2,0,0,0,2,2,2,0,44
476,AWS,achris,5.0,0,2,0,0,0,2,2,2,0,6
477,AWS,ltrung,7.0,0,7,0,0,1,8,7,8,0,278
478,AWS,michhyun1,4.0,0,4,0,0,0,4,4,4,0,250
479,AWS,ziyiz-amzn,3.0,0,6,0,0,0,6,6,6,0,554
480,AWS,simmkyu,2.0,0,3,0,0,1,4,3,4,0,448
481,AWS,jing-chen1,,0,0,0,0,0,0,0,0,0,448
482,AWS,asnyatkov,,0,0,0,0,0,0,0,0,0,448
483,AWS,devalevenkatesh,4.0,0,4,0,0,2,6,4,6,0,424
484,AWS,RidipDe,5.0,0,1,0,0,0,1,1,1,0,0
485,AWS,p-foucht,5.0,0,1,0,0,0,1,1,1,0,0
486,AWS,fabianmartins,,0,0,0,0,0,0,0,0,0,0
487,AWS,williams-katie,,0,0,0,0,0,0,0,0,0,0
488,AWS,n-mcf,,0,0,0,0,0,0,0,0,0,0
489,AWS,BastLeblanc,6.0,0,2,0,0,1,3,2,3,0,504
490,AWS,manbearshark,3.0,0,1,0,0,1,2,1,2,0,418
491,AWS,alexchirayath,0.0,0,1,0,0,1,2,1,2,0,52
492,AWS,wongws,,0,0,0,0,0,0,0,0,0,52
493,AWS,dasmalini,,0,0,0,0,0,0,0,0,0,52
494,AWS,iannparker,,0,0,0,0,0,0,0,0,0,52
495,AWS,CFKevinRef,,0,0,0,0,0,0,0,0,0,52
496,AWS,ryanecrist,,0,0,0,0,0,0,0,0,0,52
497,AWS,bclymer,,0,0,0,0,0,0,0,0,0,52
498,AWS,tonyjin,11.0,0,1,0,0,0,1,1,1,0,0
499,AWS,muhyun,67.0,0,1,0,0,1,2,1,2,0,141
500,AWS,kazbaig,,0,0,0,0,0,0,0,0,0,141
501,AWS,ShivaniMehendarge,,0,0,0,0,0,0,0,0,0,141
502,AWS,rzhang74,,0,0,0,0,0,0,0,0,0,141
503,AWS,hokyungh,3.0,0,1,0,0,3,4,1,4,0,3
504,AWS,zhinang-amazon,,0,0,0,0,0,0,0,0,0,3
505,AWS,dylonChime,,0,0,0,0,0,0,0,0,0,3
506,AWS,linsang21,,0,0,0,0,0,0,0,0,0,3
507,AWS,saidababu,0.0,0,1,0,0,0,1,1,1,0,0
508,AWS,mhattiga,,0,0,0,0,0,0,0,0,0,0
509,AWS,yuxiny2586,,0,0,0,0,0,0,0,0,0,0
510,AWS,neer300,,0,0,0,0,0,0,0,0,0,0
511,AWS,johnBartos,,0,0,0,0,0,0,0,0,0,0
512,AWS,triha74,4.0,0,1,0,0,0,1,1,1,0,0
513,AWS,andreivmaksimov,,0,0,0,0,0,0,0,0,0,0
514,AWS,afalzonelab,0.0,0,1,0,0,0,1,1,1,0,0
515,AWS,aws-tec,,0,0,0,0,0,0,0,0,0,0
516,AWS,rcchakr,1.0,0,3,0,0,0,3,3,3,0,0
517,AWS,aws-mafederi,,0,0,0,0,0,0,0,0,0,0
518,AWS,vidya-mohan,,0,0,0,0,0,0,0,0,0,0
519,AWS,iizus,0.0,0,1,0,0,0,1,1,1,0,0
520,AWS,dave-malone,,0,0,0,0,0,0,0,0,0,0
521,AWS,ahmedhany,1.0,0,2,0,0,0,2,2,2,0,134
522,AWS,cgravani,,0,0,0,0,0,0,0,0,0,134
523,AWS,AhmedsZamzam,0.0,0,2,0,0,0,2,2,2,0,0
524,AWS,laumcaicedo,,0,0,0,0,0,0,0,0,0,0
525,AWS,kashman-amzn,1.0,0,1,0,0,0,1,1,1,0,0
526,AWS,StevenAskwith,9.0,0,1,0,0,0,1,1,1,0,0
527,AWS,davidfsmith,,0,0,0,0,0,0,0,0,0,0
528,AWS,amit0701,2.0,0,3,0,0,0,3,3,3,0,249
529,AWS,boringgeek,13.0,0,2,0,0,0,2,2,2,0,0
