sample,tempo para fechamento,tempo merge,closed_count,merged_count,not_merged_count,framework
aws-samples/aws-bootstrap-kit-examples,54.5,,2.0,0.0,2.0,AWS
aws-samples/aws-cdk-examples,175.0,,12.0,0.0,12.0,AWS
aws-samples/aws-cdk-for-k3scluster,2.175,,40.0,0.0,40.0,AWS
aws-samples/aws-cdk-intro-workshop,59.333333333333336,,6.0,0.0,6.0,AWS
aws-samples/aws-cloudformation-apigw-sap-idocs,194.0,,1.0,0.0,1.0,AWS
aws-samples/aws-codeguru-profiler-demo-application,0.5,,2.0,0.0,2.0,AWS
aws-samples/aws-control-tower-guardduty-enabler,19.0,,1.0,0.0,1.0,AWS
aws-samples/aws-control-tower-reference-architectures,64.0,,1.0,0.0,1.0,AWS
aws-samples/aws-cost-explorer-report,67.0,,1.0,0.0,1.0,AWS
aws-samples/aws-cudos-framework-deployment,48.4,,5.0,0.0,5.0,AWS
aws-samples/aws-efa-eks,0.0,,1.0,0.0,1.0,AWS
aws-samples/aws-eks-accelerator-for-terraform,67.5,,2.0,0.0,2.0,AWS
aws-samples/aws-elastic-beanstalk-express-js-sample,48.857142857142854,,7.0,0.0,7.0,AWS
aws-samples/aws-elemental-media-services-factory,92.0,,1.0,0.0,1.0,AWS
aws-samples/aws-end-to-end-iot-amplify-demo,21.0,,1.0,0.0,1.0,AWS
aws-samples/aws-fargate-fast-autoscaler,0.0,,1.0,0.0,1.0,AWS
aws-samples/aws-gamelift-and-serverless-backend-sample,18.0,,1.0,0.0,1.0,AWS
aws-samples/aws-genomics-workflows,4.0,,2.0,0.0,2.0,AWS
aws-samples/aws-get-started-workshop,0.6666666666666666,,3.0,0.0,3.0,AWS
aws-samples/aws-greengrass-samples,8.5,,2.0,0.0,2.0,AWS
aws-samples/aws-health-aware,83.66666666666667,,3.0,0.0,3.0,AWS
aws-samples/aws-hpc-tutorials,72.0,,3.0,0.0,3.0,AWS
aws-samples/aws-incident-response-playbooks,80.0,,1.0,0.0,1.0,AWS
aws-samples/aws-iot-kickstart,98.0,,1.0,0.0,1.0,AWS
aws-samples/aws-lambda-edge-workshops,208.0,,1.0,0.0,1.0,AWS
aws-samples/aws-lambda-efs-samples,0.0,,2.0,0.0,2.0,AWS
aws-samples/aws-lambda-extensions,128.0,,1.0,0.0,1.0,AWS
aws-samples/aws-lambda-layer-awscli,40.666666666666664,,3.0,0.0,3.0,AWS
aws-samples/aws-lex-web-ui,112.25,,4.0,0.0,4.0,AWS
aws-samples/aws-machine-learning-university-accelerated-nlp,7.0,,1.0,0.0,1.0,AWS
aws-samples/aws-machine-learning-university-accelerated-tab,4.0,,1.0,0.0,1.0,AWS
aws-samples/aws-modern-application-workshop,229.1304347826087,,23.0,0.0,23.0,AWS
aws-samples/aws-modernization-with-circleci,1.0,,1.0,0.0,1.0,AWS
aws-samples/aws-modernization-with-gitlab-hashicorp-gremlin,2.5,,2.0,0.0,2.0,AWS
aws-samples/aws-modernization-with-harness,0.0,,1.0,0.0,1.0,AWS
aws-samples/aws-modernization-with-sysdig,2.0,,1.0,0.0,1.0,AWS
aws-samples/aws-plugin-for-slurm,32.0,,1.0,0.0,1.0,AWS
aws-samples/aws-quarkus-demo,4.0,,1.0,0.0,1.0,AWS
aws-samples/aws-saas-factory-bootcamp,190.2,,5.0,0.0,5.0,AWS
aws-samples/aws-saas-factory-eks-reference-architecture,5.0,,1.0,0.0,1.0,AWS
aws-samples/aws-saas-factory-postgresql-rls,169.0,,1.0,0.0,1.0,AWS
aws-samples/aws-saas-factory-serverless-workshop,385.6666666666667,,3.0,0.0,3.0,AWS
aws-samples/aws-scalable-big-blue-button-example,0.0,,1.0,0.0,1.0,AWS
aws-samples/aws-secure-environment-accelerator,3.25,,4.0,0.0,4.0,AWS
aws-samples/aws-security-hub-workshop,260.3333333333333,,3.0,0.0,3.0,AWS
aws-samples/aws-security-reference-architecture-examples,15.0,,2.0,0.0,2.0,AWS
aws-samples/aws-serverless-airline-booking,18.0,,1.0,0.0,1.0,AWS
aws-samples/aws-serverless-books-api-sample,5.0,,1.0,0.0,1.0,AWS
aws-samples/aws-serverless-cicd-workshop,80.0,,2.0,0.0,2.0,AWS
aws-samples/aws-serverless-ecommerce-platform,2.0,,1.0,0.0,1.0,AWS
aws-samples/aws-serverless-saas-layers,22.5,,2.0,0.0,2.0,AWS
aws-samples/aws-serverless-shopping-cart,3.0,,1.0,0.0,1.0,AWS
aws-samples/aws-serverless-webapp-workshop,102.0,,3.0,0.0,3.0,AWS
aws-samples/aws-serverless-workshop-greater-china-region,12.0,,1.0,0.0,1.0,AWS
aws-samples/aws-serverless-workshop-innovator-island,0.0,,3.0,0.0,3.0,AWS
aws-samples/aws-serverless-workshops,47.333333333333336,,3.0,0.0,3.0,AWS
aws-samples/aws-service-catalog-reference-architectures,58.0,,3.0,0.0,3.0,AWS
aws-samples/aws-service-catalog-terraform-reference-architecture,315.6666666666667,,3.0,0.0,3.0,AWS
aws-samples/aws-step-functions-etl-pipeline-pattern,0.0,,1.0,0.0,1.0,AWS
aws-samples/aws-transit-gateway-connect-sample,0.0,,1.0,0.0,1.0,AWS
aws-samples/aws-waf-dashboard,105.0,,1.0,0.0,1.0,AWS
aws-samples/aws2tf,4.0,,1.0,0.0,1.0,AWS
aws-samples/cdk-assume-role-credential-plugin,54.0,,2.0,0.0,2.0,AWS
aws-samples/cdk-eks-fargate,7.0,,1.0,0.0,1.0,AWS
aws-samples/cdk-keycloak,5.0,,1.0,0.0,1.0,AWS
aws-samples/cdk-pipelines-demo,3.0,,2.0,0.0,2.0,AWS
aws-samples/cdk-serverless-lamp,0.6,,5.0,0.0,5.0,AWS
aws-samples/cfn101-workshop,5.0,,6.0,0.0,6.0,AWS
aws-samples/chime-voiceconnector-agent-assist,2.0,,1.0,0.0,1.0,AWS
aws-samples/cicd-for-networking-resources,0.0,,1.0,0.0,1.0,AWS
aws-samples/cloudfront-authorization-at-edge,348.5,,2.0,0.0,2.0,AWS
aws-samples/connected-vehicle-lab,54.5,,2.0,0.0,2.0,AWS
aws-samples/create-react-app-auth-amplify,116.25,,8.0,0.0,8.0,AWS
aws-samples/disaster-recovery-workshop,29.0,,1.0,0.0,1.0,AWS
aws-samples/dynamodb-history-storer,187.0,,1.0,0.0,1.0,AWS
aws-samples/eks-alb-istio-with-tls,0.0,,1.0,0.0,1.0,AWS
aws-samples/eks-workshop,36.354838709677416,,31.0,0.0,31.0,AWS
aws-samples/eks-workshop-greater-china,3.0,,2.0,0.0,2.0,AWS
aws-samples/emr-studio-samples,106.0,,1.0,0.0,1.0,AWS
aws-samples/iot-reference-architectures,13.0,,1.0,0.0,1.0,AWS
aws-samples/jenkins-cloudformation-deployment-example,0.0,,3.0,0.0,3.0,AWS
aws-samples/kubernetes-log4j-cve-2021-44228-node-agent,6.0,,1.0,0.0,1.0,AWS
aws-samples/lambda-refarch-imagerecognition,0.0,,1.0,0.0,1.0,AWS
aws-samples/lambda-refarch-webapp,83.25,,4.0,0.0,4.0,AWS
aws-samples/linux-container-primitives-presentation-notebooks,102.0,,1.0,0.0,1.0,AWS
aws-samples/maximizing-storage-throughput-and-performance,10.0,,1.0,0.0,1.0,AWS
aws-samples/multi-robot-fleet-sample-application,256.0,,1.0,0.0,1.0,AWS
aws-samples/one-observability-demo,15.0,,3.0,0.0,3.0,AWS
aws-samples/openshift-on-aws,0.0,,1.0,0.0,1.0,AWS
aws-samples/retail-demo-store,8.6,,5.0,0.0,5.0,AWS
aws-samples/sagemaker-horovod-distributed-training-tfkeras-pipemode,30.0,,1.0,0.0,1.0,AWS
aws-samples/serverless-jenkins-on-aws-fargate,52.0,,2.0,0.0,2.0,AWS
aws-samples/serverless-patterns,119.5,,2.0,0.0,2.0,AWS
aws-samples/serverless-refarch-for-proxysql,86.33333333333333,,3.0,0.0,3.0,AWS
aws-samples/siem-on-amazon-opensearch-service,48.0,,1.0,0.0,1.0,AWS
aws-samples/simple-game-studio-on-aws,0.3333333333333333,,3.0,0.0,3.0,AWS
aws-samples/simple-websockets-chat-app,0.0,,1.0,0.0,1.0,AWS
aws-samples/spotable-game-server,12.0,,1.0,0.0,1.0,AWS
aws-samples/streaming-analytics-workshop,4.0,,1.0,0.0,1.0,AWS
aws-samples/terraform-eks-code,11.0,,1.0,0.0,1.0,AWS
aws-samples/torchserve-eks,111.0,,1.0,0.0,1.0,AWS
aws-samples/unishop-monolith-to-microservices,9.0,,1.0,0.0,1.0,AWS
